0,1,2,3,4,5,6,7,8,9
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.042637582907539016,0.5094862189347777,0.04260532074421438,0.04263246915743805,0.042648898494874216,0.04256562703356625,0.04256582798720702,0.042632461240457616,0.14959312688185789,0.04263246661806795
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.043554549261242505,0.6080873232524652,0.04358266661187865,0.04360915243687673,0.04350154394430389,0.043480618571573884,0.04348097161146007,0.04360913699843069,0.043484889826779845,0.04360914748498863
0.05001044150250704,0.05000000000287733,0.05000000000903524,0.05000000000528971,0.5499710996845786,0.05000002718376176,0.05000003250784915,0.05000000000576476,0.05001839909289372,0.05000000000544275
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.04157953802589873,0.04158776291089874,0.6257846285074561,0.04158624300078173,0.04157293162164136,0.041570224535754895,0.04157026607524507,0.041586241127201655,0.04157592179529145,0.0415862423998305
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.041837148855198875,0.041800114120291776,0.04181763838117525,0.04184016527050689,0.6236213386544502,0.04179847209461122,0.04179859235660102,0.04184016036415125,0.041806206206219124,0.04184016369679442
0.05001044150250704,0.05000000000287733,0.05000000000903524,0.05000000000528971,0.5499710996845786,0.05000002718376176,0.05000003250784915,0.05000000000576476,0.05001839909289372,0.05000000000544275
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.043554549261242505,0.6080873232524652,0.04358266661187865,0.04360915243687673,0.04350154394430389,0.043480618571573884,0.04348097161146007,0.04360913699843069,0.043484889826779845,0.04360914748498863
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.042065589965420695,0.04206634468132996,0.621425242252458,0.0420750868111905,0.042056217939094614,0.04205242738385803,0.042052488874152145,0.04207508365534796,0.04205643264084169,0.04207508579630639
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.04178793927725099,0.041752257865857255,0.041777034303795584,0.04180900241410456,0.6240003820882445,0.041749932014244255,0.041750100080615096,0.04180899543671443,0.041755356343066104,0.04180900017610716
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.05001044150250704,0.05000000000287733,0.05000000000903524,0.05000000000528971,0.5499710996845786,0.05000002718376176,0.05000003250784915,0.05000000000576476,0.05001839909289372,0.05000000000544275
0.04178793927725099,0.041752257865857255,0.041777034303795584,0.04180900241410456,0.6240003820882445,0.041749932014244255,0.041750100080615096,0.04180899543671443,0.041755356343066104,0.04180900017610716
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.04157953802589873,0.04158776291089874,0.6257846285074561,0.04158624300078173,0.04157293162164136,0.041570224535754895,0.04157026607524507,0.041586241127201655,0.04157592179529145,0.0415862423998305
0.05001044150250704,0.05000000000287733,0.05000000000903524,0.05000000000528971,0.5499710996845786,0.05000002718376176,0.05000003250784915,0.05000000000576476,0.05001839909289372,0.05000000000544275
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.04502296533576459,0.5948707622939011,0.04502681737914488,0.04506475176796581,0.04498214018486153,0.04496592913831779,0.04496620155651848,0.04506473999497775,0.044970944356770896,0.04506474799177715
0.05001044150250704,0.05000000000287733,0.05000000000903524,0.05000000000528971,0.5499710996845786,0.05000002718376176,0.05000003250784915,0.05000000000576476,0.05001839909289372,0.05000000000544275
0.043554549261242505,0.6080873232524652,0.04358266661187865,0.04360915243687673,0.04350154394430389,0.043480618571573884,0.04348097161146007,0.04360913699843069,0.043484889826779845,0.04360914748498863
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.041837148855198875,0.041800114120291776,0.04181763838117525,0.04184016527050689,0.6236213386544502,0.04179847209461122,0.04179859235660102,0.04184016036415125,0.041806206206219124,0.04184016369679442
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05001044150250704,0.05000000000287733,0.05000000000903524,0.05000000000528971,0.5499710996845786,0.05000002718376176,0.05000003250784915,0.05000000000576476,0.05001839909289372,0.05000000000544275
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.043554549261242505,0.6080873232524652,0.04358266661187865,0.04360915243687673,0.04350154394430389,0.043480618571573884,0.04348097161146007,0.04360913699843069,0.043484889826779845,0.04360914748498863
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.044002605769870036,0.04398077345103101,0.043992662402596805,0.04400788677368775,0.6040506606707944,0.043979665491890495,0.04397974882341397,0.044007883465265726,0.043990227438937074,0.04400788571251271
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05003595455829929,0.05000210977647086,0.050024560535871024,0.21679939025048586,0.050008637032396046,0.05000005097979649,0.05000019777892419,0.21644381915762143,0.05000000006824985,0.21668527986188493
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.05000000004656137,0.5499793660768008,0.05001271185987065,0.05000000000455987,0.050000079210606056,0.05000002344337025,0.05000001784974793,0.05000000000497034,0.05000780149882275,0.05000000000469007
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
