0,1,2
1.0,0.0,0.0
0.0,0.5767111911686449,0.8169481023791186
0.0,0.0,1.0
0.14104361748175967,0.2051137153261264,0.9685221018401036
1.0,0.0,0.0
0.9092523825867069,0.0,0.41624524593128603
0.5666050325677945,0.8239895248538348,0.0
0.15883508945016123,0.46197418788543865,0.8725544476346154
0.588629293476644,0.0,0.8084030893441628
0.133920607124465,0.9737751263215411,0.18392192458997805
1.0,0.0,0.0
0.13892504198212724,0.808131045461234,0.5723845264085996
0.23586485329168205,0.0,0.9717858668357414
0.3421022383673043,0.0,0.9396627365731174
0.2425071864352139,0.705335709493485,0.6661019452310574
0.0,0.0,1.0
0.22341820304200286,0.9747226818687879,0.0
0.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.32513736575638846,0.9456667982904954,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.4162147803017608,0.3026416986659541,0.8574224506548349
0.447169021862994,0.6502988301823032,0.6141264506187805
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.8243563364836871,0.0,0.5660712238748709
0.8243563364836871,0.0,0.5660712238748709
0.5666050325677945,0.8239895248538348,0.0
0.0614941584023037,0.9837116403100732,0.16890789561431882
1.0,0.0,0.0
0.8087915036748015,0.5880954884909878,0.0
0.11386071980804885,0.9934967219295658,0.0
0.3421022383673043,0.0,0.9396627365731174
0.16437905952336312,0.7171483592657817,0.6772575253126479
0.588629293476644,0.0,0.8084030893441628
0.0,0.7270380802029769,0.6865971380181902
1.0,0.0,0.0
0.14410761209661418,0.0,0.9895620223795029
0.3421022383673043,0.0,0.9396627365731174
0.588629293476644,0.0,0.8084030893441628
0.5666050325677945,0.8239895248538348,0.0
0.1536057351479799,0.8935290683586639,0.4219135955711158
0.16501568652488288,0.9599010903017251,0.22662682991711547
0.32513736575638846,0.9456667982904954,0.0
0.10308165846099025,0.8994435477371487,0.4247063410439538
0.5666050325677945,0.8239895248538348,0.0
0.32513736575638846,0.9456667982904954,0.0
0.0,1.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.21358984304636708,0.9318437880146601,0.29333689451877265
0.3421022383673043,0.0,0.9396627365731174
0.5666050325677945,0.8239895248538348,0.0
0.0,1.0,0.0
0.2968837702422699,0.8634908012380674,0.4077298899320181
0.0,0.0,0.0
0.2425071864352139,0.705335709493485,0.6661019452310574
0.588629293476644,0.0,0.8084030893441628
0.0,1.0,0.0
0.4366937967892325,0.0,0.8996102088381415
1.0,0.0,0.0
1.0,0.0,0.0
0.5666050325677945,0.8239895248538348,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.23586485329168205,0.0,0.9717858668357414
1.0,0.0,0.0
0.16437905952336312,0.7171483592657817,0.6772575253126479
1.0,0.0,0.0
0.8087915036748015,0.5880954884909878,0.0
0.0,0.9732433392287363,0.22977685402776957
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
0.23586485329168205,0.0,0.9717858668357414
0.5411457805476694,0.39348261042561405,0.7431908768870203
0.0,1.0,0.0
1.0,0.0,0.0
0.32513736575638846,0.9456667982904954,0.0
0.5280448214776133,0.767913055023574,0.36259923667188954
0.09689372628939019,0.9863588854352706,0.1330704885714607
0.0,0.9855769004212659,0.16922816951090053
0.8243563364836871,0.0,0.5660712238748709
0.5666050325677945,0.8239895248538348,0.0
0.16942381236191428,0.9855432876361925,0.0
0.0,0.3328416428562259,0.942982736205053
0.13624482730390627,0.9906751975460618,0.0
0.2425071864352139,0.705335709493485,0.6661019452310574
0.588629293476644,0.0,0.8084030893441628
0.8087915036748015,0.5880954884909878,0.0
0.3062906493024137,0.44542542349492986,0.8412979438072272
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.32513736575638846,0.9456667982904954,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.2968837702422699,0.8634908012380674,0.4077298899320181
0.0,0.0,1.0
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.14410761209661418,0.0,0.9895620223795029
0.16942381236191428,0.9855432876361925,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.447169021862994,0.6502988301823032,0.6141264506187805
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.23586485329168205,0.0,0.9717858668357414
1.0,0.0,0.0
1.0,0.0,0.0
0.1276023704153052,0.9278334159179037,0.3504893541471834
0.0,0.0,1.0
0.3062906493024137,0.44542542349492986,0.8412979438072272
0.1536057351479799,0.8935290683586639,0.4219135955711158
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
0.0,0.7270380802029769,0.6865971380181902
0.8087915036748015,0.5880954884909878,0.0
0.22341820304200286,0.9747226818687879,0.0
1.0,0.0,0.0
0.2968837702422699,0.8634908012380674,0.4077298899320181
0.0,0.0,1.0
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
0.21358984304636708,0.9318437880146601,0.29333689451877265
0.5280448214776133,0.767913055023574,0.36259923667188954
0.27963602497068424,0.0,0.960106084523265
0.0,0.0,0.0
1.0,0.0,0.0
0.3421022383673043,0.0,0.9396627365731174
0.0,1.0,0.0
1.0,0.0,0.0
0.3421022383673043,0.0,0.9396627365731174
1.0,0.0,0.0
1.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.588629293476644,0.0,0.8084030893441628
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
1.0,0.0,0.0
0.2425071864352139,0.705335709493485,0.6661019452310574
0.5666050325677945,0.8239895248538348,0.0
0.0,0.0,0.0
0.0,0.7270380802029769,0.6865971380181902
0.1733100077798573,0.25203735010216716,0.952071854093389
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.8160443091593171,0.57798934721039
0.0,0.0,0.0
0.0,0.0,1.0
0.2968837702422699,0.8634908012380674,0.4077298899320181
0.0,1.0,0.0
0.5666050325677945,0.8239895248538348,0.0
0.5666050325677945,0.8239895248538348,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.447169021862994,0.6502988301823032,0.6141264506187805
0.0,0.7270380802029769,0.6865971380181902
0.16942381236191428,0.9855432876361925,0.0
0.32513736575638846,0.9456667982904954,0.0
0.5666050325677945,0.8239895248538348,0.0
0.1124936608871577,0.9815683891482556,0.15449489857307155
0.0,1.0,0.0
1.0,0.0,0.0
0.5666050325677945,0.8239895248538348,0.0
1.0,0.0,0.0
0.5666050325677945,0.8239895248538348,0.0
0.16942381236191428,0.9855432876361925,0.0
0.32513736575638846,0.9456667982904954,0.0
0.5666050325677945,0.8239895248538348,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.23586485329168205,0.0,0.9717858668357414
0.0,0.9538555058246175,0.30026600541530296
0.0,0.4679143003711,0.8837738440960017
0.447169021862994,0.6502988301823032,0.6141264506187805
0.3421022383673043,0.0,0.9396627365731174
0.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.0,0.0,1.0
1.0,0.0,0.0
0.0,1.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.11386071980804885,0.9934967219295658,0.0
0.22310506077195666,0.32445217117970876,0.9192142951862282
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.588629293476644,0.0,0.8084030893441628
0.588629293476644,0.0,0.8084030893441628
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
0.5666050325677945,0.8239895248538348,0.0
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
0.17909152872844178,0.0,0.9838324167955179
0.23586485329168205,0.0,0.9717858668357414
1.0,0.0,0.0
0.14104361748175967,0.2051137153261264,0.9685221018401036
0.588629293476644,0.0,0.8084030893441628
0.0,0.0,1.0
0.5666050325677945,0.8239895248538348,0.0
1.0,0.0,0.0
0.0,0.4679143003711,0.8837738440960017
0.0,1.0,0.0
1.0,0.0,0.0
0.8243563364836871,0.0,0.5660712238748709
1.0,0.0,0.0
0.447169021862994,0.6502988301823032,0.6141264506187805
0.8243563364836871,0.0,0.5660712238748709
0.0,0.0,0.0
0.0,0.4679143003711,0.8837738440960017
0.5666050325677945,0.8239895248538348,0.0
0.8243563364836871,0.0,0.5660712238748709
1.0,0.0,0.0
0.5666050325677945,0.8239895248538348,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.5666050325677945,0.8239895248538348,0.0
0.0,0.0,0.0
0.3062906493024137,0.44542542349492986,0.8412979438072272
0.16437905952336312,0.7171483592657817,0.6772575253126479
1.0,0.0,0.0
0.06860162292923114,0.99764413361252,0.0
0.447169021862994,0.6502988301823032,0.6141264506187805
0.4167229246533121,0.909033554973847,0.0
0.0,0.2559099531158192,0.9667006237177357
0.17909152872844178,0.0,0.9838324167955179
0.3421022383673043,0.0,0.9396627365731174
1.0,0.0,0.0
0.3421022383673043,0.0,0.9396627365731174
0.0,0.9538555058246175,0.30026600541530296
0.588629293476644,0.0,0.8084030893441628
0.0,1.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
0.7070627305243231,0.5141255812062367,0.4855277354104889
0.10230996605145973,0.1487850186090034,0.9835627529975236
0.23586485329168205,0.0,0.9717858668357414
0.0,0.0,0.0
0.5666050325677945,0.8239895248538348,0.0
1.0,0.0,0.0
0.10867020284359374,0.9482066377108868,0.29848778737989784
0.21358984304636708,0.9318437880146601,0.29333689451877265
0.447169021862994,0.6502988301823032,0.6141264506187805
0.16501568652488288,0.9599010903017251,0.22662682991711547
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.4679143003711,0.8837738440960017
0.0,1.0,0.0
0.0,0.8160443091593171,0.57798934721039
0.3421022383673043,0.0,0.9396627365731174
0.2968837702422699,0.8634908012380674,0.4077298899320181
0.3421022383673043,0.0,0.9396627365731174
0.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.5666050325677945,0.8239895248538348,0.0
0.04861833355154198,0.9898499547925886,0.1335414716100635
1.0,0.0,0.0
0.0,0.4679143003711,0.8837738440960017
0.2968837702422699,0.8634908012380674,0.4077298899320181
0.0,1.0,0.0
0.0,0.0,0.0
0.22341820304200286,0.9747226818687879,0.0
0.5411457805476694,0.39348261042561405,0.7431908768870203
0.16501568652488288,0.9599010903017251,0.22662682991711547
0.0,1.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.447169021862994,0.6502988301823032,0.6141264506187805
0.588629293476644,0.0,0.8084030893441628
0.588629293476644,0.0,0.8084030893441628
0.23586485329168205,0.0,0.9717858668357414
0.0,1.0,0.0
0.5666050325677945,0.8239895248538348,0.0
0.5666050325677945,0.8239895248538348,0.0
0.6439598820500126,0.6243222547584567,0.44219610188631286
0.5666050325677945,0.8239895248538348,0.0
1.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
1.0,0.0,0.0
0.7070627305243231,0.5141255812062367,0.4855277354104889
0.0,0.8462503116950834,0.5327855196568071
1.0,0.0,0.0
0.3421022383673043,0.0,0.9396627365731174
0.32513736575638846,0.9456667982904954,0.0
0.16942381236191428,0.9855432876361925,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.17909152872844178,0.0,0.9838324167955179
0.2425071864352139,0.705335709493485,0.6661019452310574
0.8243563364836871,0.0,0.5660712238748709
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.2425071864352139,0.705335709493485,0.6661019452310574
1.0,0.0,0.0
0.10346153788737748,0.0,0.9946334551873764
0.8087915036748015,0.5880954884909878,0.0
0.23586485329168205,0.0,0.9717858668357414
0.13624482730390627,0.9906751975460618,0.0
0.0,0.4679143003711,0.8837738440960018
0.588629293476644,0.0,0.8084030893441628
1.0,0.0,0.0
0.0,0.3328416428562259,0.942982736205053
1.0,0.0,0.0
0.588629293476644,0.0,0.8084030893441628
0.0,0.9732433392287363,0.22977685402776957
0.588629293476644,0.0,0.8084030893441628
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.32159448626575243,0.9353622813155097,0.14722224388899915
0.0,0.0,1.0
0.0,0.4679143003711,0.8837738440960017
1.0,0.0,0.0
0.2968837702422699,0.8634908012380674,0.4077298899320181
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.4366937967892325,0.0,0.8996102088381415
0.0,1.0,0.0
0.3173245788758532,0.9229431930295192,0.21790129435535283
0.0,1.0,0.0
0.0,1.0,0.0
0.22310506077195666,0.32445217117970876,0.9192142951862282
1.0,0.0,0.0
0.22341820304200286,0.9747226818687879,0.0
0.3686383897587227,0.5360950823955635,0.7594127996204634
0.588629293476644,0.0,0.8084030893441628
0.32513736575638846,0.9456667982904954,0.0
0.2425071864352139,0.705335709493485,0.6661019452310574
1.0,0.0,0.0
0.21358984304636708,0.9318437880146601,0.29333689451877265
